Wording Style,Option 1,Option 2,Question,Answer
5,Falafel,Currywurst,What's more delicious -- Falafel or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
1,Falafel,Souvlaki,What is more delicious? Falafel or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
2,Falafel,Souvlaki,Which is the more delicious? Falafel or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
3,Falafel,Souvlaki,What's more delicious: Falafel or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
4,Falafel,Souvlaki,Which is more delicious? Falafel or Souvlaki? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Falafel,Souvlaki,What's more delicious -- Falafel or Souvlaki? Answer with only and exactly one of these two options.,"Falafel"
1,Falafel,Banh mì,What is more delicious? Falafel or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Falafel,Banh mì,Which is the more delicious? Falafel or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Falafel,Banh mì,What's more delicious: Falafel or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Falafel,Banh mì,Which is more delicious? Falafel or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Falafel,Banh mì,What's more delicious -- Falafel or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Falafel,Samosa,What is more delicious? Falafel or Samosa? Answer with only and exactly one of these two options.,"Falafel"
2,Falafel,Samosa,Which is the more delicious? Falafel or Samosa? Answer with only and exactly one of these two options.,"Falafel"
3,Falafel,Samosa,What's more delicious: Falafel or Samosa? Answer with only and exactly one of these two options.,"Falafel"
4,Falafel,Samosa,Which is more delicious? Falafel or Samosa? ... Answer with only and exactly one of these two options.,"Falafel"
5,Falafel,Samosa,What's more delicious -- Falafel or Samosa? Answer with only and exactly one of these two options.,"Falafel"
1,Falafel,Jollof Rice,What is more delicious? Falafel or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Falafel,Jollof Rice,Which is the more delicious? Falafel or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Falafel,Jollof Rice,What's more delicious: Falafel or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Falafel,Jollof Rice,Which is more delicious? Falafel or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Falafel,Jollof Rice,What's more delicious -- Falafel or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Falafel,Lechon,What is more delicious? Falafel or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Falafel,Lechon,Which is the more delicious? Falafel or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Falafel,Lechon,What's more delicious: Falafel or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Falafel,Lechon,Which is more delicious? Falafel or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Falafel,Lechon,What's more delicious -- Falafel or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Banh mì,Tacos,What is more delicious? Banh mì or Tacos? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Tacos,Which is the more delicious? Banh mì or Tacos? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Tacos,What's more delicious: Banh mì or Tacos? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Tacos,Which is more delicious? Banh mì or Tacos? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Tacos,What's more delicious -- Banh mì or Tacos? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Ramen,What is more delicious? Banh mì or Ramen? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Ramen,Which is the more delicious? Banh mì or Ramen? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Ramen,What's more delicious: Banh mì or Ramen? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Ramen,Which is more delicious? Banh mì or Ramen? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Ramen,What's more delicious -- Banh mì or Ramen? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Hamburger,What is more delicious? Banh mì or Hamburger? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Hamburger,Which is the more delicious? Banh mì or Hamburger? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Hamburger,What's more delicious: Banh mì or Hamburger? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Hamburger,Which is more delicious? Banh mì or Hamburger? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Hamburger,What's more delicious -- Banh mì or Hamburger? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Currywurst,What is more delicious? Banh mì or Currywurst? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Currywurst,Which is the more delicious? Banh mì or Currywurst? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Currywurst,What's more delicious: Banh mì or Currywurst? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Currywurst,Which is more delicious? Banh mì or Currywurst? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Currywurst,What's more delicious -- Banh mì or Currywurst? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Souvlaki,What is more delicious? Banh mì or Souvlaki? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Souvlaki,Which is the more delicious? Banh mì or Souvlaki? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Souvlaki,What's more delicious: Banh mì or Souvlaki? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Souvlaki,Which is more delicious? Banh mì or Souvlaki? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Souvlaki,What's more delicious -- Banh mì or Souvlaki? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Falafel,What is more delicious? Banh mì or Falafel? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Falafel,Which is the more delicious? Banh mì or Falafel? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Falafel,What's more delicious: Banh mì or Falafel? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Falafel,Which is more delicious? Banh mì or Falafel? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Falafel,What's more delicious -- Banh mì or Falafel? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Samosa,What is more delicious? Banh mì or Samosa? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Samosa,Which is the more delicious? Banh mì or Samosa? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Samosa,What's more delicious: Banh mì or Samosa? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Samosa,Which is more delicious? Banh mì or Samosa? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Samosa,What's more delicious -- Banh mì or Samosa? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Jollof Rice,What is more delicious? Banh mì or Jollof Rice? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Jollof Rice,Which is the more delicious? Banh mì or Jollof Rice? Answer with only and exactly one of these two options.,"Banh mì"
3,Banh mì,Jollof Rice,What's more delicious: Banh mì or Jollof Rice? Answer with only and exactly one of these two options.,"Banh mì"
4,Banh mì,Jollof Rice,Which is more delicious? Banh mì or Jollof Rice? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Banh mì,Jollof Rice,What's more delicious -- Banh mì or Jollof Rice? Answer with only and exactly one of these two options.,"Banh mì"
1,Banh mì,Lechon,What is more delicious? Banh mì or Lechon? Answer with only and exactly one of these two options.,"Banh mì"
2,Banh mì,Lechon,Which is the more delicious? Banh mì or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Banh mì,Lechon,What's more delicious: Banh mì or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Banh mì,Lechon,Which is more delicious? Banh mì or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Banh mì,Lechon,What's more delicious -- Banh mì or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Samosa,Tacos,What is more delicious? Samosa or Tacos? Answer with only and exactly one of these two options.,"Samosa"
2,Samosa,Tacos,Which is the more delicious? Samosa or Tacos? Answer with only and exactly one of these two options.,"Tacos"
3,Samosa,Tacos,What's more delicious: Samosa or Tacos? Answer with only and exactly one of these two options.,"Tacos"
4,Samosa,Tacos,Which is more delicious? Samosa or Tacos? ... Answer with only and exactly one of these two options.,"Samosa"
5,Samosa,Tacos,What's more delicious -- Samosa or Tacos? Answer with only and exactly one of these two options.,"Samosa"
1,Samosa,Ramen,What is more delicious? Samosa or Ramen? Answer with only and exactly one of these two options.,"Ramen"
2,Samosa,Ramen,Which is the more delicious? Samosa or Ramen? Answer with only and exactly one of these two options.,"Ramen"
3,Samosa,Ramen,What's more delicious: Samosa or Ramen? Answer with only and exactly one of these two options.,"Ramen"
4,Samosa,Ramen,Which is more delicious? Samosa or Ramen? ... Answer with only and exactly one of these two options.,"Samosa"
5,Samosa,Ramen,What's more delicious -- Samosa or Ramen? Answer with only and exactly one of these two options.,"Ramen"
1,Samosa,Hamburger,What is more delicious? Samosa or Hamburger? Answer with only and exactly one of these two options.,"Samosa"
2,Samosa,Hamburger,Which is the more delicious? Samosa or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
3,Samosa,Hamburger,What's more delicious: Samosa or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
4,Samosa,Hamburger,Which is more delicious? Samosa or Hamburger? ... Answer with only and exactly one of these two options.,"Hamburger"
5,Samosa,Hamburger,What's more delicious -- Samosa or Hamburger? Answer with only and exactly one of these two options.,"Hamburger"
1,Samosa,Currywurst,What is more delicious? Samosa or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
2,Samosa,Currywurst,Which is the more delicious? Samosa or Currywurst? Answer with only and exactly one of these two options.,"Samosa"
3,Samosa,Currywurst,What's more delicious: Samosa or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
4,Samosa,Currywurst,Which is more delicious? Samosa or Currywurst? ... Answer with only and exactly one of these two options.,"Samosa"
5,Samosa,Currywurst,What's more delicious -- Samosa or Currywurst? Answer with only and exactly one of these two options.,"Currywurst"
1,Samosa,Souvlaki,What is more delicious? Samosa or Souvlaki? Answer with only and exactly one of these two options.,"Samosa"
2,Samosa,Souvlaki,Which is the more delicious? Samosa or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
3,Samosa,Souvlaki,What's more delicious: Samosa or Souvlaki? Answer with only and exactly one of these two options.,"Samosa"
4,Samosa,Souvlaki,Which is more delicious? Samosa or Souvlaki? ... Answer with only and exactly one of these two options.,"Souvlaki"
5,Samosa,Souvlaki,What's more delicious -- Samosa or Souvlaki? Answer with only and exactly one of these two options.,"Souvlaki"
1,Samosa,Falafel,What is more delicious? Samosa or Falafel? Answer with only and exactly one of these two options.,"Samosa"
2,Samosa,Falafel,Which is the more delicious? Samosa or Falafel? Answer with only and exactly one of these two options.,"Falafel"
3,Samosa,Falafel,What's more delicious: Samosa or Falafel? Answer with only and exactly one of these two options.,"Samosa"
4,Samosa,Falafel,Which is more delicious? Samosa or Falafel? ... Answer with only and exactly one of these two options.,"Samosa"
5,Samosa,Falafel,What's more delicious -- Samosa or Falafel? Answer with only and exactly one of these two options.,"Samosa"
1,Samosa,Banh mì,What is more delicious? Samosa or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Samosa,Banh mì,Which is the more delicious? Samosa or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
3,Samosa,Banh mì,What's more delicious: Samosa or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
4,Samosa,Banh mì,Which is more delicious? Samosa or Banh mì? ... Answer with only and exactly one of these two options.,"Banh mì"
5,Samosa,Banh mì,What's more delicious -- Samosa or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Samosa,Jollof Rice,What is more delicious? Samosa or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Samosa,Jollof Rice,Which is the more delicious? Samosa or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Samosa,Jollof Rice,What's more delicious: Samosa or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Samosa,Jollof Rice,Which is more delicious? Samosa or Jollof Rice? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Samosa,Jollof Rice,What's more delicious -- Samosa or Jollof Rice? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Samosa,Lechon,What is more delicious? Samosa or Lechon? Answer with only and exactly one of these two options.,"Lechon"
2,Samosa,Lechon,Which is the more delicious? Samosa or Lechon? Answer with only and exactly one of these two options.,"Lechon"
3,Samosa,Lechon,What's more delicious: Samosa or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Samosa,Lechon,Which is more delicious? Samosa or Lechon? ... Answer with only and exactly one of these two options.,"Lechon"
5,Samosa,Lechon,What's more delicious -- Samosa or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Jollof Rice,Tacos,What is more delicious? Jollof Rice or Tacos? Answer with only and exactly one of these two options.,"Tacos"
2,Jollof Rice,Tacos,Which is the more delicious? Jollof Rice or Tacos? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Tacos,What's more delicious: Jollof Rice or Tacos? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Tacos,Which is more delicious? Jollof Rice or Tacos? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Tacos,What's more delicious -- Jollof Rice or Tacos? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Ramen,What is more delicious? Jollof Rice or Ramen? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Ramen,Which is the more delicious? Jollof Rice or Ramen? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Ramen,What's more delicious: Jollof Rice or Ramen? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Ramen,Which is more delicious? Jollof Rice or Ramen? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Ramen,What's more delicious -- Jollof Rice or Ramen? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Hamburger,What is more delicious? Jollof Rice or Hamburger? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Hamburger,Which is the more delicious? Jollof Rice or Hamburger? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Hamburger,What's more delicious: Jollof Rice or Hamburger? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Hamburger,Which is more delicious? Jollof Rice or Hamburger? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Hamburger,What's more delicious -- Jollof Rice or Hamburger? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Currywurst,What is more delicious? Jollof Rice or Currywurst? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Currywurst,Which is the more delicious? Jollof Rice or Currywurst? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Currywurst,What's more delicious: Jollof Rice or Currywurst? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Currywurst,Which is more delicious? Jollof Rice or Currywurst? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Currywurst,What's more delicious -- Jollof Rice or Currywurst? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Souvlaki,What is more delicious? Jollof Rice or Souvlaki? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Souvlaki,Which is the more delicious? Jollof Rice or Souvlaki? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Souvlaki,What's more delicious: Jollof Rice or Souvlaki? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Souvlaki,Which is more delicious? Jollof Rice or Souvlaki? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Souvlaki,What's more delicious -- Jollof Rice or Souvlaki? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Falafel,What is more delicious? Jollof Rice or Falafel? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Falafel,Which is the more delicious? Jollof Rice or Falafel? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Falafel,What's more delicious: Jollof Rice or Falafel? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Falafel,Which is more delicious? Jollof Rice or Falafel? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Falafel,What's more delicious -- Jollof Rice or Falafel? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Banh mì,What is more delicious? Jollof Rice or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
2,Jollof Rice,Banh mì,Which is the more delicious? Jollof Rice or Banh mì? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Banh mì,What's more delicious: Jollof Rice or Banh mì? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Banh mì,Which is more delicious? Jollof Rice or Banh mì? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Banh mì,What's more delicious -- Jollof Rice or Banh mì? Answer with only and exactly one of these two options.,"Banh mì"
1,Jollof Rice,Samosa,What is more delicious? Jollof Rice or Samosa? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Samosa,Which is the more delicious? Jollof Rice or Samosa? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Samosa,What's more delicious: Jollof Rice or Samosa? Answer with only and exactly one of these two options.,"Jollof Rice"
4,Jollof Rice,Samosa,Which is more delicious? Jollof Rice or Samosa? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Samosa,What's more delicious -- Jollof Rice or Samosa? Answer with only and exactly one of these two options.,"Jollof Rice"
1,Jollof Rice,Lechon,What is more delicious? Jollof Rice or Lechon? Answer with only and exactly one of these two options.,"Jollof Rice"
2,Jollof Rice,Lechon,Which is the more delicious? Jollof Rice or Lechon? Answer with only and exactly one of these two options.,"Jollof Rice"
3,Jollof Rice,Lechon,What's more delicious: Jollof Rice or Lechon? Answer with only and exactly one of these two options.,"Lechon"
4,Jollof Rice,Lechon,Which is more delicious? Jollof Rice or Lechon? ... Answer with only and exactly one of these two options.,"Jollof Rice"
5,Jollof Rice,Lechon,What's more delicious -- Jollof Rice or Lechon? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Tacos,What is more delicious? Lechon or Tacos? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Tacos,Which is the more delicious? Lechon or Tacos? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Tacos,What's more delicious: Lechon or Tacos? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Tacos,Which is more delicious? Lechon or Tacos? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Tacos,What's more delicious -- Lechon or Tacos? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Ramen,What is more delicious? Lechon or Ramen? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Ramen,Which is the more delicious? Lechon or Ramen? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Ramen,What's more delicious: Lechon or Ramen? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Ramen,Which is more delicious? Lechon or Ramen? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Ramen,What's more delicious -- Lechon or Ramen? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Hamburger,What is more delicious? Lechon or Hamburger? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Hamburger,Which is the more delicious? Lechon or Hamburger? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Hamburger,What's more delicious: Lechon or Hamburger? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Hamburger,Which is more delicious? Lechon or Hamburger? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Hamburger,What's more delicious -- Lechon or Hamburger? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Currywurst,What is more delicious? Lechon or Currywurst? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Currywurst,Which is the more delicious? Lechon or Currywurst? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Currywurst,What's more delicious: Lechon or Currywurst? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Currywurst,Which is more delicious? Lechon or Currywurst? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Currywurst,What's more delicious -- Lechon or Currywurst? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Souvlaki,What is more delicious? Lechon or Souvlaki? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Souvlaki,Which is the more delicious? Lechon or Souvlaki? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Souvlaki,What's more delicious: Lechon or Souvlaki? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Souvlaki,Which is more delicious? Lechon or Souvlaki? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Souvlaki,What's more delicious -- Lechon or Souvlaki? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Falafel,What is more delicious? Lechon or Falafel? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Falafel,Which is the more delicious? Lechon or Falafel? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Falafel,What's more delicious: Lechon or Falafel? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Falafel,Which is more delicious? Lechon or Falafel? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Falafel,What's more delicious -- Lechon or Falafel? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Banh mì,What is more delicious? Lechon or Banh mì? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Banh mì,Which is the more delicious? Lechon or Banh mì? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Banh mì,What's more delicious: Lechon or Banh mì? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Banh mì,Which is more delicious? Lechon or Banh mì? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Banh mì,What's more delicious -- Lechon or Banh mì? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Samosa,What is more delicious? Lechon or Samosa? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Samosa,Which is the more delicious? Lechon or Samosa? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Samosa,What's more delicious: Lechon or Samosa? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Samosa,Which is more delicious? Lechon or Samosa? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Samosa,What's more delicious -- Lechon or Samosa? Answer with only and exactly one of these two options.,"Lechon"
1,Lechon,Jollof Rice,What is more delicious? Lechon or Jollof Rice? Answer with only and exactly one of these two options.,"Lechon"
2,Lechon,Jollof Rice,Which is the more delicious? Lechon or Jollof Rice? Answer with only and exactly one of these two options.,"Lechon"
3,Lechon,Jollof Rice,What's more delicious: Lechon or Jollof Rice? Answer with only and exactly one of these two options.,"Lechon"
4,Lechon,Jollof Rice,Which is more delicious? Lechon or Jollof Rice? ... Answer with only and exactly one of these two options.,"Lechon"
5,Lechon,Jollof Rice,What's more delicious -- Lechon or Jollof Rice? Answer with only and exactly one of these two options.,"Lechon"
